id,sectors
87,"{'Education': 75, 'Intellectual Property': 26, 'Budget': 20, 'Science and Technology': 56, 'Research and Development (R&D)': 20, 'Employment and Training': 22, 'Labour': 20, 'Infrastructure': 2, 'Official Languages': 1, 'Aboriginal Affairs': 4, 'Immigration': 1, 'Justice and Law Enforcement': 1, 'Climate': 1, 'International Trade': 4, 'Pensions': 2, 'Arts and Culture': 4, 'NSERC': 1, 'Funding of federal research granting councils': 1, 'SSHRC': 1}"
88,"{'Employment and Training': 35, 'Mining': 249, 'Industry': 229, 'Environment': 182, 'Aboriginal Affairs': 114, 'Energy': 104, 'International Relations': 103, 'International Trade': 214, 'Immigration': 1, 'Transportation': 20, 'Infrastructure': 6, 'Economic Development': 22, 'Regional Development': 5, 'Climate': 2}"
89,"{'Industry': 295, 'Energy': 44, 'Taxation and Finance': 51, 'Labour': 1, 'Health': 5, 'Transportation': 60, 'Environment': 80, 'Climate': 42, 'Economic Development': 52, 'Employment and Training': 6, 'Internal Trade': 3, 'Mining': 1, 'Budget': 5, 'Science and Technology': 2, 'International Trade': 32, 'Infrastructure': 4, 'Economic State of the Chemical Industry': 3, 'Climate Change': 5, 'Challenges for Manufacturing and the need to chart a path forward as the recovery proceeds': 1, 'Role of Chemistry in adding value to resource products and finding environmental solutions': 1, 'Chemical Management Plan': 1, 'Comprehensive Air Management System': 1, 'Capital Cost Allowance and Economic Recovery': 4, 'Clean Air': 2, 'Regulatory Dissonance': 3, 'Toxic Substance Management and Environment': 1, 'Green Fund': 2, 'Rail Freight Service Review': 2, 'Efficient operation of the Chemical Management Plan': 2, 'Responsible Care and Commitment to Sustainability': 2, 'Responsible Care': 1, 'General State of the Chemical Industry and Industry Canada Role': 1, 'General Direction of International Climate Change Policy': 1, 'General Direction of Climate Change Policy': 1, 'Discussion of economic situation facing chemical industry and overall priorities of chemical industry on greenhouse gases and clean air agenda': 1, 'Water policy and overall agenda of Environment Canada': 1, 'Responsilbe Care and Commitment to Sustainability': 2, 'International Relations': 1, 'Government Procurement': 1}"
90,"{'Environment': 99, 'Research and Development': 38, 'Energy': 230, 'Economic Development': 17, 'Fisheries': 11, 'Transportation': 4, 'Science and Technology': 4, 'Security': 1, 'International Trade': 1, 'Aboriginal Affairs': 20, 'Labour': 2, 'Employment and Training': 5, 'Climate': 1, 'Financial Institutions': 15}"
91,"{'Agriculture': 10, 'Research and Development': 1, 'Environment': 2, 'Transportation': 3, 'Employment and Training': 3, 'Budget': 1, 'Taxation and Finance': 1, 'Consumer Issues': 1, 'Climate': 1}"
92,"{'Employment and Training': 11, 'Energy': 12, 'Industry': 5, 'Environment': 20, 'Labour': 1, 'Climate': 1}"
93,"{'International Trade': 111, 'Forestry': 95, 'Environment': 25, 'Climate': 1, 'Aboriginal Affairs': 2, 'Taxation and Finance': 11, 'Budget': 1, 'Industry': 25, 'Economy': 7}"
94,"{'Budget': 50, 'Research and Development': 438, 'Infrastructure': 38, 'Energy': 101, 'Education': 130, 'Environment': 31, 'Economic Development': 39, 'Agriculture': 7, 'Science and Technology': 180, 'Industry': 22, 'Climate': 3, 'Aboriginal Affairs': 8, 'Health': 26, 'Intellectual Property': 1, 'Employment and Training': 12, 'Regional Development': 26, 'Transportation': 1, 'Immigration': 5, 'Taxation and Finance': 5, 'International Relations': 7, 'International Development': 8, 'International Trade': 5, 'Arts and Culture': 1, 'Strengthening links with U of C': 12}"
95,"{'Energy': 211, 'Environment': 116, 'Climate': 216, 'Industry': 47, 'Transportation': 47, 'Taxation and Finance': 3, 'Consumer Issues': 14, 'Economic Development': 12, 'Health': 3, 'International Trade': 3, 'Infrastructure': 6, 'Employment and Training': 1, 'Labour': 4, 'Security': 1, 'Science and Technology': 1, 'Research and Development (R&D)': 4, 'Justice and Law Enforcement': 2, 'Federal renewable fuel standard': 26, 'Fuel Quality': 7, 'Renewable Fuels': 1, 'Release of Bio Diesel Demonstration results': 1, 'Climate Change': 5, 'Air Emissions': 1, 'Quality Urban Energy Systems for Tomorrow (QUEST)': 2, 'National Refining Strategy': 2, 'Screening & assessing DSL substances': 1}"
100,"{'Energy': 158, 'Employment and Training': 4, 'Environment': 24, 'Industry': 17, 'Infrastructure': 6, 'Fisheries': 2, 'Taxation and Finance': 17, 'Aboriginal Affairs': 5, 'Regional Development': 1, 'Climate': 6, 'Labour': 2, 'Science and Technology': 1, 'Research and Development': 1, 'Immigration': 1, '2. Customs Tariff Act with respect to import duties on foreign flagged mobile offshore drilling units.': 1, '1.  Climate Change Regulatory Framework with respect to C02 sequestration plans and objectives.': 1, '1. Customs Tariff Act with respect to import duties on foreign flagged mobile offshore drilling units.': 1, '2. Coasting Trade Act with respect to exemptions for mobile offshore drilling units and seismic vessels.': 1, '3. Climate Change Regulatory Framework': 1, 'Canada Newfoundland Offshore Accord Act with respect to exploration license terms': 1, 'International Trade': 4}"
101,"{'Energy': 159, 'Environment': 157, 'Science and Technology': 59, 'Taxation and Finance': 67, 'Industry': 67, 'Regional Development': 51, 'International Trade': 16, 'Small Business': 3, 'Consumer Issues': 52, 'Transportation': 66, 'Infrastructure': 55, 'Agriculture': 62, 'Forestry': 6, 'Health': 33, 'regulatory process for the implementation of the federal governments renewable fuels standard': 28, 'ecoEnergy for Biofuels program': 15, 'Financial Institutions': 3, 'Climate': 19, 'ecoENERGY for Biofuels Program': 2, 'Research and Development': 1, 'Economic Development': 1, 'Passage of Bill C-33': 1}"
102,"{'Science and Technology': 44, 'Research and Development': 6, 'Industry': 53, 'Energy': 20, 'Infrastructure': 6, 'Economic Development': 19, 'Regional Development': 2, 'International Trade': 18, 'International Development': 12, 'International Relations': 2, 'Employment and Training': 2, 'Environment': 4, 'Climate': 1, 'Transportation': 2, 'Security': 1, 'Government Procurement': 3, 'Telecommunications': 1, 'Health': 1, 'Aboriginal Affairs': 2}"
103,"{'Health': 453, 'Budget': 51, 'Employment and Training': 20, 'Aboriginal Affairs': 18, 'Taxation and Finance': 61, 'Pensions': 16, 'Labour': 18, 'Climate': 5, 'Infrastructure': 2, 'Education': 3, 'Justice and Law Enforcement': 6, 'International Relations': 4, 'Science and Technology': 3, 'Telecommunications': 3, 'foreign qualifications recognition': 1, 'international development re: global health and health system strengthening.': 1, 'H1N1 preparation and response': 1, 'Immigration': 2}"
104,"{'Grain transportation': 6, 'Agriculture': 430, 'International Trade': 231, 'Transportation': 158, 'International Relations': 2, 'Budget': 21, 'Environment': 37, 'Taxation and Finance': 55, 'Economic Development': 6, 'Climate': 27, 'Research and Development': 9, 'Science and Technology': 20, 'Fisheries': 9, 'Health': 6}"
105,"{'Health': 160, 'Research and Development (R&D)': 277, 'Science and Technology': 182, 'Economic Development': 64, 'Employment and Training': 7, 'Regional Development': 33, 'Immigration': 3, 'Environment': 13, 'Education': 17, 'Taxation and Finance': 4, 'Industry': 3, 'Infrastructure': 15, 'International Trade': 4, 'Aboriginal Affairs': 14, 'Budget': 45, 'Automotive Research': 14, 'Research and innovation policy': 13, 'Innovation': 8, 'Commercialization': 7, 'Research': 11, 'infrastructure program': 2, 'nuclear energy': 6, 'governance of non-regulatory federal labs': 1, 'industrial research policy': 1, 'governance': 1, 'transfer of non-regulatory Federal labs': 1, 'attend presentation by Energy Solutions at NRC': 1, 'isotope manufacturing location': 1, 'Energy': 2, 'Climate': 3, 'Housing': 2}"
106,"{'Budget Consultations': 1, 'Industry': 4, 'Environment': 10, 'Workshare program': 1, 'Forestry': 17, 'International Trade': 14, 'Fisheries': 1, 'Taxation and Finance': 3, 'Climate': 1}"
107,"{'Environment': 10, 'International Trade': 1, 'Climate': 5, 'Economic Development': 3, 'Energy': 12}"
108,"{'Employment and Training': 111, 'Labour': 83, 'Small Business': 961, 'Pensions': 97, 'Financial Institutions': 73, 'Transportation': 1, 'International Trade': 62, 'Immigration': 31, 'Taxation and Finance': 332, 'Regional Development': 7, 'Budget': 223, 'Consumer Issues': 13, 'Tourism': 1, 'Intellectual Property': 4, 'Science and Technology': 10, 'Government Procurement': 21, 'Internal Trade': 24, 'Agriculture': 43, 'Telecommunications': 28, 'Infrastructure': 5, 'Economic Development': 29, 'Privacy and Access to Information': 1, 'Health': 3, 'Municipalities': 2, 'Environment': 17, 'Industry': 7, 'Constitutional Issues': 1, 'International Relations': 12, 'Research and Development': 13, 'Education': 2, 'Bank/Financing': 12, 'Employment Insurance (EI)': 8, 'Credit card issue': 14, 'regulatory reform': 7, 'Federal Budget': 6, 'Borders': 2, 'Economy': 5, 'Employment Insurance': 1, 'Canada Labour Code Part II': 1, 'Right to Repair': 1, 'regulation/paperburden': 1, 'Financing': 1, 'Temporary Foreign Workers program': 1, 'Budget 2009': 5, ""CFIB's CRA Report card"": 3, ""CFIB's Hidden tax research report"": 1, 'CFIA': 1, 'Canadian Wheat Board': 1, 'Fuel Taxes': 1, 'AgriStability and Agrilnvest': 1, 'Growing Forward Business Risk management programming': 1, 'CFIB tax survey': 1, 'CFIB Tax survey': 1, 'Canada Labour Code Part III': 2, 'Justice and Law Enforcement': 1, 'Elections': 2, 'Climate': 1}"
109,"{'Science and Technology': 3, 'Transportation': 23, 'Environment': 13, 'Energy': 7, 'Industry': 2, 'Climate': 3}"
110,"{'Aboriginal Affairs': 54, 'Environment': 300, 'Energy': 455, 'Climate': 164, 'Mining': 52, 'Science and Technology': 67, 'Industry': 47, 'International Trade': 37, 'Infrastructure': 65, 'Economic Development': 17, 'Transportation': 31, 'Research and Development (R&D)': 5, 'Taxation and Finance': 35, 'Labour': 50, 'International Relations': 24, 'Security': 1, 'Internal Trade': 4, 'Financial Institutions': 3, 'Budget': 2, 'Fisheries': 20, 'Employment and Training': 20, 'Immigration': 10, 'Climate Change': 11, 'Corporate structure': 7, 'Consumer Issues': 1, 'Agriculture': 1, 'Climate change': 1, 'Education': 2}"
112,"{'Employment and Training': 32, 'Education': 9, 'Government Procurement': 29, 'Labour': 26, 'Budget': 29, 'Economic Development': 26, 'Taxation and Finance': 19, 'Infrastructure': 66, 'Municipalities': 6, 'Small Business': 7, 'International Trade': 7, 'Industry': 10, 'Environment': 9, 'Immigration': 11, 'Housing': 2, 'Consumer Issues': 3, 'Energy': 1, 'Research and Development (R&D)': 1, 'Science and Technology': 3, 'Security': 4, 'Internal Trade': 2, 'Defence': 5, 'Regional Development': 1, 'Transportation': 9, 'Aboriginal Affairs': 6, 'Meeting Request': 3, 'Climate': 1, 'Financial support (seed money) to help launch the Canadian Construction Innovation Council': 1, 'Infrastructure spending': 1, 'Hours of Service Regulations': 1, 'International Development': 1}"
113,"{'Agriculture': 957, 'International Trade': 755, 'Internal Trade': 49, 'Health': 33, 'Economic Development': 97, 'Environment': 92, 'Labour': 159, 'International Relations': 79, 'Small Business': 16, 'Industry': 142, 'Regional Development': 45, 'Financial Institutions': 34, 'Justice and Law Enforcement': 1, 'Research and Development': 13, 'Science and Technology': 3, 'Consumer Issues': 1, 'Intellectual Property': 1, 'Climate': 6, 'Taxation and Finance': 15, 'Fisheries': 32, 'Budget': 1, 'Aboriginal Affairs': 4, 'Infrastructure': 10}"
114,"{'Housing': 341, 'Employment and Training': 67, 'Budget': 207, 'Infrastructure': 117, 'Environment': 114, 'Consumer Issues': 11, 'Energy': 8, 'Taxation and Finance': 81, 'International Trade': 2, 'Industry': 5, 'Small Business': 55, 'Science and Technology': 5, 'Economic Development': 16, 'Immigration': 6, 'Climate': 1, 'Research and Development': 1, 'Health': 2, 'Financial Institutions': 6, 'Regional Development': 1, 'Justice and Law Enforcement': 2, 'housing affordability': 2, 'Labour supply': 1, 'Financing of housing': 1, 'Economic outlook': 1, 'building codes': 1}"
115,"{'Climate': 152, 'Transportation': 44, 'Infrastructure': 123, 'Government Procurement': 125, 'Environment': 175, 'Energy': 14, 'Fisheries': 1, 'Science and Technology': 3, 'Housing': 1, 'Health': 4, 'International Trade': 10, 'Industry': 6, 'Regional Development': 1, 'Taxation and Finance': 3, 'Mining': 1, 'Internal Trade': 1, 'International Relations': 3, 'Labour': 1, 'Climate Change and Clean Air': 2}"
117,"{'Consumer Issues': 24, 'Industry': 103, 'Environment': 107, 'International Trade': 69, 'Transportation': 81, 'Infrastructure': 2, 'Energy': 3, 'Regional Development': 1, 'Taxation and Finance': 4, 'International Relations': 2, 'Internal Trade': 1, 'Climate': 5, 'Research and Development': 1, 'Vehicle Technology': 1, 'Science and Technology': 1}"
118,"{'Education': 64, 'Aboriginal Affairs': 26, 'Infrastructure': 14, 'Regional Development': 31, 'Science and Technology': 38, 'Environment': 21, 'Immigration': 1, 'Employment and Training': 14, 'Information and Communication Technology': 4, 'Agriculture': 7, 'Health': 4, 'Arts and Culture': 8, 'Energy': 1, 'Research and Development (R&D)': 34, 'Industry': 4, 'Economic Development': 33, 'Climate': 1}"
120,"{'Energy': 235, 'Aboriginal Affairs': 28, 'Environment': 118, 'Industry': 60, 'Economic Development': 100, 'Regional Development': 12, 'Climate': 11, 'Science and Technology': 6, 'International Trade': 69, 'Employment and Training': 29, 'Labour': 41, 'Budget': 11, 'Taxation and Finance': 4, 'International Relations': 19, 'Transportation': 12, 'Fisheries': 3}"
121,"{'Economic Development': 8, 'Climate': 1, 'Science and Technology': 4, 'Tourism': 22, 'Environment': 31, 'Regional Development': 9, 'Arts and Culture': 11, 'Budget': 3, 'Infrastructure': 10, 'Employment and Training': 2, 'Aboriginal Affairs': 1, 'Energy': 2}"
122,"{'Transportation': 79, 'Consumer Issues': 60, 'Infrastructure': 25, 'Health': 1, 'Climate': 2, 'Environment': 4, 'Tourism': 1, 'Privacy and Access to Information': 1}"
123,"{'International Development': 40, 'International Trade': 3, 'International Relations': 10, 'Environment': 11, 'Education': 2, 'Financial Institutions': 3, 'Agriculture': 8, 'Climate': 1, 'Economic Development': 5, 'Climate adaptation in the UNFCCC negotiations': 1, 'Regional Development': 1, 'Human Rights': 5, 'Budget': 24, ""Women's Rights and Gender Equality"": 4, 'International Development Assistance': 11, 'Health': 2, 'Peacebuilding, Capacity Building, Civil Society Development': 2, 'Labour': 1}"
124,"{'Energy': 424, 'Environment': 124, 'Transportation': 77, 'International Trade': 15, 'Taxation and Finance': 72, 'Health': 3, 'Employment and Training': 6, 'Industry': 40, 'Economic Development': 14, 'International Relations': 4, 'Climate': 7, 'Internal Trade': 1, 'Aboriginal Affairs': 6, 'Budget': 17, 'Regional Development': 1, 'Constitutional Issues': 1, 'Infrastructure': 3, 'Energy Policy': 27, 'Climate Change': 9, 'Oilsands issues': 1, 'Defence': 1, 'Unconventional Oil and Gas': 2}"
125,"{'Environment': 203, 'Taxation and Finance': 3, 'Fisheries': 18, 'Budget': 13, 'Energy': 1, 'Constitutional Issues': 1, 'Aboriginal Affairs': 1, 'Climate': 2, 'Transportation': 2}"
126,"{'Industry': 540, 'Energy': 192, 'Infrastructure': 293, 'International Relations': 485, 'International Trade': 448, 'International Development': 71, 'Internal Trade': 19, 'Environment': 128, 'Labour': 26, 'Small Business': 80, 'Taxation and Finance': 236, 'Transportation': 58, 'Aboriginal Affairs': 31, 'Budget': 122, 'Climate': 71, 'Economic Development': 265, 'Research and Development': 141, 'Security': 79, 'Intellectual Property': 193, 'Agriculture': 66, 'Employment and Training': 111, 'Justice and Law Enforcement': 32, 'Telecommunications': 68, 'Science and Technology': 178, 'Consumer Issues': 54, 'Education': 44, 'Immigration': 128, 'Financial Institutions': 61, 'Regional Development': 19, 'Defence': 13, 'Government Procurement': 69, 'Pensions': 13, 'Mining': 10, 'Health': 12, 'Forestry': 2, 'Broadcasting': 6, 'Constitutional Issues': 2, 'Airline Policy': 1}"
127,"{'Energy': 536, 'Transportation': 405, 'Security': 20, 'Research and Development': 76, 'Science and Technology': 77, 'Economic Development': 64, 'Environment': 85, 'Industry': 76, 'Infrastructure': 75, 'Climate': 70, 'Regional Development': 63, 'International Trade': 14, 'Telecommunications': 5, 'Energy Efficiency': 8, 'Natural Gas Vehicles': 6, 'Energy Policy': 19, 'natural gas markets': 10, 'Quality Urban Energy Systems for Tomorrow (QUEST)': 38, 'Climate Change': 2, 'Carbon pricing': 1, 'Industry Sustainability': 7, 'Internal Trade': 9, 'Energy Sector Sustainability Table (ESST)': 3, 'Opportunity for Board members to meet with Minister': 4, 'Natural Gas Supply in the community': 1, 'Natural Gas Prices': 1, 'Dialogue on Carbon Pricing': 1, 'Electricity and Gas Inspection Act': 2, 'Energy Sector Sustainability Table': 1}"
128,"{'International Trade': 9, 'Transportation': 48, 'Infrastructure': 13, 'Taxation and Finance': 8, 'Internal Trade': 4, 'Climate': 1, 'Environment': 1}"
129,"{'Industry': 848, 'Infrastructure': 32, 'Climate': 109, 'International Trade': 653, 'Budget': 235, 'Taxation and Finance': 358, 'Research and Development (R&D)': 250, 'Environment': 35, 'Employment and Training': 329, 'International Relations': 59, 'Internal Trade': 10, 'Small Business': 25, 'Science and Technology': 31, 'Regional Development': 9, 'Energy': 18, 'Government Procurement': 90, 'Economic Development': 40, 'Labour': 27, 'Immigration': 6, 'International Development': 8, 'Transportation': 4, 'Education': 10, 'Forestry': 1, 'Mining': 1, 'Agriculture': 1, 'Security': 1, 'Telecommunications': 1, 'Regulatory Efficiency': 1, 'Competition Policy': 2, 'SMART Program': 8, 'Canadian response to US Buy American legislation': 13, 'Energy efficiency': 2, 'State of manufacturing sector and policy measures in support of manufacturing.': 4, 'EI Reforms contained in Bill C-50': 1, 'busniess conditions affecting manufacturers and exporters': 1, 'Canadian proposal on Buy American negotiations with the US': 1, 'Candian Proposal on Buy American negotiations with the United States': 1, ""Canada' climate change policy"": 2, 'Status of federal-provincial talks on developing a negotiating proposal on procurement with the United States, strategy for launching procurement negotiations with the United States': 6, 'Priorities for negotiating a resolution to Buy American, Status of federal-provincial talks on developing a negotiating proposal': 1, 'Human Resources': 1, 'Concerns on proposed importer admissibility data requirements': 1, 'support for Canadian Exporters in global markets': 1, 'DFAITC programs and services': 1, 'Aboriginal Affairs': 1, ""Federal Government's Water Policy and Climate Change Policy"": 2, 'Workplace Training and future of Work and Learning Knowledge Centre': 2, ""Canadian Government's response to US Buy America restrictions"": 2, ""Minister Day's Speaking Engagement at CME's Global Business Summit"": 1, ""Speaking at CME's Global Business Summit on Canada's Trade Policy"": 1, 'Science and Technology strategy': 1, 'Access to credit for manufacturers': 1, 'Tariff Elimination on Industrial Equipment': 1, 'International procurement opportunities': 1, 'New EDC financing mechanisms for manufacturers and exporters': 2, 'Global Commercial Strategy': 1, 'Economic conditions affecting manufacturers': 1, ""Canada's response to Buy America provisions in US legislation / Canada-US border conditions"": 3, 'HR Capital Summit Workshop': 1, 'Work Sharing and Workshops': 3, ""Regulation and Policies or Program:  CBSA's proposed Importer Data Requirements and Government of Canada response to Buy America amendments included in the American Recovery and Reinvestment Act"": 1, 'Regulation: Proposed introduction of Importer Data Requirements': 1, 'Policies or Program - EI reforms contained in federal budget; workplace training initiatives': 1, 'Policies or Program - Joint Canada-US policy approach to energy efficiency and climate change': 1, 'Policies or Program - Government of Canada response to Buy America amendments included in the American Recovery and Reinvestment Act': 1, 'DFIAT-sponsored luncheon with visiting dignitaries from Norway, UK, Switzerland and Iceland': 1, 'Budget priorities for manufacturers (telephone call)': 2, 'Budget priorities for manufacturers (meeting)': 2, 'Federal Budget': 1, 'Hosted Minister as guest speaker presenting details on federal economic statement to CME/Business audience.': 1, 'Productivity and the AMI program success': 1, 'Economic condition of manufacturers - Budget recommendations': 2, 'General consultation regarding the upcoming Federal Budget plans': 1, ""Economic conditions - the Government's response to the financial crisis"": 1, ""Improving Canada's Trade System"": 1, 'Support for supply chain pilot project': 1, 'Impact of credit crisis on Canadian manufacturers.': 1, 'Impact of credit crisis on Canadian exporters; Appointment of CME representative in Washington, DC.': 1, 'General/Plans': 1, ""Introductory meeting at request of ADM on occasion of his visit to Halifax, in his role as ADM responsible for 'Nova Scotia' trade issues."": 1, 'Entente pour projet RPS': 2}"
131,"{'International Trade': 90, 'Transportation': 58, 'Environment': 43, 'Economic Development': 1, 'Climate': 22, 'Industry': 57, 'Taxation and Finance': 7, 'Privacy and Access to Information': 1, 'Employment and Training': 1, 'Labour': 1, 'Energy': 2, 'International Relations': 7, 'Immigration': 1, 'Scrappage Program': 4}"
132,"{'Climate': 16, 'Health': 14, 'Environment': 193, 'Forestry': 2, 'Energy': 18, 'Fisheries': 10, 'Budget': 33, 'Economic Development': 5, 'Industry': 1, 'Science and Technology': 1, 'Transportation': 2, 'Infrastructure': 1, 'Taxation and Finance': 3, 'Aboriginal Affairs': 1}"
133,"{'Environment': 228, 'Energy': 417, 'Science and Technology': 26, 'Research and Development (R&D)': 4, 'Infrastructure': 353, 'International Trade': 53, 'Economic Development': 63, 'Transportation': 19, 'Fisheries': 20, 'International Development': 5, 'Aboriginal Affairs': 95, 'Budget': 2, 'International Relations': 4, 'Labour': 1, 'Industry': 25, 'Internal Trade': 1, 'Climate': 9, 'Employment and Training': 1, 'Regulation': 45, 'Pipelines': 23, 'Energy Policy': 50, 'Regional Development': 2, 'Safety': 1, 'Regulatory Reform': 2, 'Taxation and Finance': 2, 'Forestry': 1}"
134,"{'Energy': 220, 'Environment': 146, 'Climate': 40, 'Fisheries': 42, 'Aboriginal Affairs': 4, 'Industry': 21, 'Research and Development': 1, 'Economic Development': 3, 'Infrastructure': 3, 'Regional Development': 1, 'Municipalities': 1, 'International Trade': 2, 'International Development': 1, 'Science and Technology': 1, 'Forestry': 2, 'Health': 1, 'Justice and Law Enforcement': 1}"
135,"{'Mining': 95, 'International Trade': 46, 'International Relations': 24, 'International Development': 7, 'Taxation and Finance': 4, 'Climate': 1, 'Science and Technology': 1, 'Environment': 1, 'Industry': 7, ""Mining Day on the Hill re Major Projects Management office's review of projects in the mineral industry"": 4, 'Mining Day on the Hill re climate change and strategies/processesto address greenhouse gas emissions': 3, 'Mining Day on the Hill re economic and fiscal policiesre financial and tax issues': 4, 'Mining Day on the Hill re foreign investment and trade re Trade and Investment negotiations and strategies': 3, 'Mining Day on the Hill re Human Resources, Aboriginal particiaption in mining and participation by under-represented groups in mmining': 4, 'Mining Day on the Hill re geomapping for energy and minerals': 3, 'Mining Day on the Hill re Canadian Environmental Assessment Act re the mineral industry': 1, 'Mining Day on the Hill re Northern Regulatory Improvement Initiative': 1, 'Mining Day on the Hill re Canadian Environmental Act re mining industry': 2, 'Mining Day on the Hill re Corporate and Social Responsility and Human Rights in respect of the Roundtale Report': 2, 'multilateral infrastructure initiatives': 1, 'community projects': 3, 'Sharing of information with respect to private sector-CIDA potential projects': 1}"
136,"{'Energy': 561, 'Environment': 68, 'Infrastructure': 122, 'Science and Technology': 1, 'International Trade': 10, 'Employment and Training': 2, 'Economic Development': 2, 'Aboriginal Affairs': 8, 'Taxation and Finance': 1, 'Industry': 1, 'Transportation': 1, 'Mackenzie Valley Pipeline': 14, 'Alaska Pipeline Project': 10, 'Northern Pipeline Act': 5, 'Climate Change': 2, 'Energy Infrastructure': 23, 'Natural Resources': 28, 'Energy Transmission': 1, 'Climate Change Policies': 6, 'Landowner Matters': 2, 'Pipeline Jurisdiction': 2, 'Major Projects Management Office': 2, 'Nuclear Development': 1, 'Pipeline Regulation': 1, 'Green Fund': 1, 'Regulatory': 1, 'General Pipeline Matters': 1}"
137,"{'Employment and Training': 8, 'Education': 15, 'Research and Development (R&D)': 7, 'Infrastructure': 18, 'International Relations': 7, 'Science and Technology': 10, 'Taxation and Finance': 1, 'Small Business': 1, 'Economic Development': 7, 'Official Languages': 8, 'Immigration': 1, 'Justice and Law Enforcement': 3, 'Climate': 3, 'Environment': 3, 'Energy': 3}"
139,"{'Environment': 245, 'Fisheries': 4, 'Budget': 3, 'climate change': 1}"
140,"{'Mackenzie Gas Pipeline': 8, 'Alaska Pipeline': 8, 'Environment': 55, 'Energy': 145, 'International Trade': 10, 'Aboriginal Affairs': 16, 'Regulatory process for northern resource projects': 2, 'Climate Change': 1, 'Industry': 29, 'Employment and Training': 2, 'Regional Development': 2, 'Labour': 2, 'Taxation and Finance': 8, 'Research and Development': 19, 'Science and Technology': 4, 'Climate': 40, 'Infrastructure': 30, 'Economic Development': 3}"
141,"{'Fisheries': 83, 'Environment': 259, 'Energy': 34, 'Taxation and Finance': 35, 'Government Procurement': 2, 'Conservation': 1, 'Aboriginal Affairs': 12, 'Science and Technology': 9, 'International Relations': 4, 'Endangered Species Recovery Fund': 4, 'Climate': 8, 'Financial Institutions': 1, 'Economic Development': 2, 'Agriculture': 7, 'Industry': 11, 'Infrastructure': 1, 'Transportation': 14, 'Budget': 17, 'Mining': 1, 'Research and Development': 1}"
142,"{'Energy': 770, 'Environment': 336, 'Aboriginal Affairs': 28, 'Industry': 23, 'Climate': 52, 'Transportation': 20, 'Taxation and Finance': 79, 'Labour': 7, 'Fisheries': 8, 'Employment and Training': 12, 'Health': 6, 'International Trade': 13, 'Science and Technology': 14, 'Security': 1, 'Regional Development': 6, 'Regulatory Effectiveness': 10, 'Energy regulation': 6, 'Finance': 2, 'Energy Regulation': 1, 'Energy Policy': 21, 'Species at Risk': 2, 'R&D Spending': 2, 'Climate Change': 21, 'Oil Sands': 19, 'Cost Recovery': 1, 'Energy policy': 1}"
143,"{'Economic Development': 82, 'Environment': 133, 'International Trade': 343, 'Taxation and Finance': 51, 'Internal Trade': 3, 'Financial Institutions': 9, 'Industry': 475, 'Climate': 22, 'Transportation': 71, 'International Relations': 12, 'Labour': 15, 'Research and Development (R&D)': 11, 'Infrastructure': 11, 'Science and Technology': 8, 'Energy': 13, 'Consumer Issues': 12, 'Employment and Training': 5, 'Privacy and Access to Information': 2, 'Health': 2, 'Regional Development': 1, 'Intellectual Property': 1, 'Education': 1, 'Canadian Vehicle Fuel Consumption Regulations': 4, 'Automotive Innovation Fund': 9, 'Vehicle Safety Regulations': 9, 'Immigration': 3}"
145,"{'Climate': 10, 'Research and Development': 21, 'Science and Technology': 21, 'Mining': 35, 'Aboriginal Affairs': 19, 'Environment': 29, 'International Trade': 48, 'Industry': 29, 'Economic Development': 24, 'Taxation and Finance': 5, 'International Development': 4, 'Infrastructure': 2, 'Transportation': 5, 'Fisheries': 1, 'Employment and Training': 8, 'Energy': 2, 'Immigration': 1, 'Regional Development': 1, 'Labour': 2, 'Sustainable Development': 1}"
147,"{'Education': 238, 'Environment': 163, 'Science and Technology': 343, 'Infrastructure': 140, 'Research and Development (R&D)': 345, 'Energy': 3, 'International Development': 19, 'Employment and Training': 23, 'Aboriginal Affairs': 80, 'Arts and Culture': 2, 'Health': 9, 'Immigration': 1, 'Taxation and Finance': 4, 'Ocean Research': 4, 'Funding': 3, 'Post Secondary Education': 3, 'Regional Economic Development': 1, 'Ocean Sciences': 6, 'Funding for science research in Canada': 6, 'Labour': 4, 'Major initiatives in Science and Technology': 1, 'Development of assistive technology for disabled persons': 1, 'Science and technology agenda and the role of post-secondary institutions': 2, 'Knowledge of infrastructure funding announcement for post-secondary institutions': 1, 'Discussion of memorandum of understanding between UVic and Department of Fisheries and Oceans for collaborative research': 1, 'Outcomes from the Fall 2008 Federal Recruitment event at UVic and plans for another event in 2009': 1, 'Science and technology agenda; ocean research': 1, 'Science and research agenda, major science projects': 1, 'Post-secondary education and training': 2, 'Ocean research, climate change initiative': 1, ""Canada's Economic Action Plan and regional infrastructure projects"": 1, ""Recruitment and renewal for the Canadian public service; the Economic Action Plan for Canada's Future"": 1, 'General discussion of funding directions for CIHR and how to better support the social dimensions of health': 1, 'UVic research in social sciences and humanities': 1, 'Canadian Association of University Research Parks; need for national strategy': 1, 'Pacific Institute for Climate Solutions Advisory Board': 2, 'CFI, CRC and Indirect Costs programs': 2, 'public safety': 1, 'International Relations': 5, 'Fisheries': 25, 'Budget': 81}"
